sample	pclass	type	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22	chrX
TCGA-FD-A3B5-01A-11D-A20B-01	BLCA_	a	20211	0	0	0	38	0	12623	14222	0	6463	14514	0	363	0	0	28	0	2094	2953	0	0	0	0
TCGA-FD-A3B5-01A-11D-A20B-01	BLCA_	d	0	716	0	6	138	732	1814	5625	692	23692	5650	1526	1625	4166	0	80	6	0	0	16	0	0	66
TCGA-FD-A3N5-01A-11D-A219-01	BLCA_	a	0	1539	0	87	0	17737	11870	6760	0	33706	158	0	0	0	0	142	2615	0	0	0	0	0	23
TCGA-FD-A3N5-01A-11D-A219-01	BLCA_	d	112	19617	0	48	7	8326	0	164	5	0	51	7	12763	0	3218	1850	0	0	0	0	0	0	47
TCGA-GV-A40E-01A-12D-A23L-01	BLCA_	a	563	34513	3261	0	0	20950	0	9649	6157	510	15465	101	3970	3203	0	0	0	2081	0	0	0	1187	0
TCGA-GV-A40E-01A-12D-A23L-01	BLCA_	d	0	198	0	0	0	80	0	5135	0	11361	164	0	0	2654	9	23	0	0	0	0	0	0	0
TCGA-GD-A3OS-01A-12D-A21Y-01	BLCA_	a	15232	1086	4368	95	0	0	0	2951	17435	23094	3471	2407	32734	65	0	442	2670	0	3792	227	0	752	277
TCGA-GD-A3OS-01A-12D-A21Y-01	BLCA_	d	6	133	40	34	0	801	0	0	0	6428	23	3491	0	0	0	0	0	166	0	0	0	112	193
TCGA-DK-A3IT-01A-31D-A20B-01	BLCA_	a	27885	23423	92	0	134	0	75	24343	0	98	46	157	399	34	42	33	272	58	77	110	6741	43	51
TCGA-DK-A3IT-01A-31D-A20B-01	BLCA_	d	1347	19793	396	187	9419	61	5	0	31	124	0	0	0	0	0	0	5402	160	4544	61	0	0	0
TCGA-FD-A3B6-01A-21D-A20B-01	BLCA_	a	0	4531	1030	2163	0	4337	15038	0	0	12118	0	2052	0	2173	169	2156	11486	943	836	0	0	5057	1066
TCGA-FD-A3B6-01A-21D-A20B-01	BLCA_	d	0	5	5	16	0	14880	215	0	0	0	7759	2042	12112	19000	0	0	41	276	3677	0	0	118	453
TCGA-BT-A42C-01A-11D-A23L-01	BLCA_	a	13091	16035	3990	913	0	12717	0	2953	0	294	2988	5343	5086	0	0	1934	0	0	0	0	0	0	0
TCGA-BT-A42C-01A-11D-A23L-01	BLCA_	d	11	23032	0	12647	14	24	0	0	0	10	0	3257	8494	45	0	0	0	0	3140	0	0	0	10975
TCGA-DK-A2I1-01A-11D-A17S-01	BLCA_	a	11229	0	419	0	0	17464	93	0	19227	10125	0	31	38	26	0	6780	5526	741	0	68	0	0	2697
TCGA-DK-A2I1-01A-11D-A17S-01	BLCA_	d	23037	687	91	631	495	2729	0	0	464	3121	0	0	0	0	46	16722	4439	0	0	0	0	0	289
TCGA-GV-A3QH-01A-11D-A21Y-01	BLCA_	a	0	7810	8443	17055	0	4685	5112	30	0	0	9121	0	546	0	0	0	282	0	0	0	0	6343	0
TCGA-GV-A3QH-01A-11D-A21Y-01	BLCA_	d	0	3557	3348	44536	495	4171	29	0	205	312	322	402	473	0	612	267	0	146	0	0	8763	0	946
TCGA-CU-A3KJ-01A-11D-A219-01	BLCA_	a	8513	0	0	0	0	34263	0	0	0	1856	969	14145	7872	0	0	555	0	362	4493	0	0	0	0
TCGA-CU-A3KJ-01A-11D-A219-01	BLCA_	d	819	526	9984	281	1863	599	0	0	1485	127	305	13483	25127	82	156	0	932	0	0	9	0	0	359
TCGA-GC-A3YS-01A-11D-A23L-01	BLCA_	a	16930	2441	2204	24360	2498	1615	10445	2915	0	0	5139	478	0	1749	0	1377	4635	558	3462	0	0	0	0
TCGA-GC-A3YS-01A-11D-A23L-01	BLCA_	d	0	17157	0	31	0	0	18834	0	8	0	6	0	17706	0	0	31	3671	0	100	39	0	0	0
TCGA-BL-A0C8-01A-11D-A10T-01	BLCA_	a	5206	3454	1969	1228	5219	3244	1029	3102	2225	17751	1904	1199	1426	1614	1156	703	2690	566	1875	1211	140	1522	1009
TCGA-BL-A0C8-01A-11D-A10T-01	BLCA_	d	12393	99	10	0	33632	0	0	52	18622	0	5368	0	0	7310	0	0	0	0	0	0	0	0	28
TCGA-GV-A3QG-01A-11D-A21Y-01	BLCA_	a	21387	8647	1011	0	0	20	2226	0	0	0	0	0	22823	0	0	34	11715	0	0	0	0	0	364
TCGA-GV-A3QG-01A-11D-A21Y-01	BLCA_	d	5	0	22115	0	14829	0	16444	0	0	0	0	99	0	0	18018	0	0	0	0	0	0	0	5
TCGA-GC-A3RD-01A-12D-A22Y-01	BLCA_	a	11021	25	0	2197	2496	762	16401	6532	0	10783	14035	1652	34	0	0	0	0	0	0	0	9816	0	0
TCGA-GC-A3RD-01A-12D-A22Y-01	BLCA_	d	22674	876	42	326	0	0	1397	0	221	11318	14951	0	0	0	9014	0	0	0	0	0	6837	0	0
TCGA-FD-A3NA-01A-11D-A219-01	BLCA_	a	522	1313	36050	0	0	221	7994	36464	0	340	1537	41	0	0	0	0	382	2058	0	451	88	751	17
TCGA-FD-A3NA-01A-11D-A219-01	BLCA_	d	202	594	1039	1940	18805	17046	52	0	676	10	7315	1186	6	0	0	0	58	1057	0	0	390	7532	67
TCGA-DK-A2HX-01A-12D-A18E-01	BLCA_	a	2755	0	0	9517	0	22	207	0	0	14696	0	0	26846	0	18777	0	0	1367	211	0	0	0	0
TCGA-DK-A2HX-01A-12D-A18E-01	BLCA_	d	10	5	0	0	0	0	0	21136	0	18248	0	12	18821	301	14638	0	0	1367	4864	0	0	0	5
TCGA-DK-A3IQ-01A-31D-A20B-01	BLCA_	a	0	0	2330	31374	0	0	0	0	4698	0	342	119	31738	0	0	349	10444	6331	0	0	0	0	0
TCGA-DK-A3IQ-01A-31D-A20B-01	BLCA_	d	0	78	15502	27697	16701	0	895	2611	0	482	1329	2057	1595	408	20	6	941	0	0	0	0	0	0
TCGA-G2-A2EK-01A-22D-A18E-01	BLCA_	a	26835	21468	0	0	0	0	0	2220	0	0	0	1137	0	0	0	0	0	0	0	0	0	0	0
TCGA-G2-A2EK-01A-22D-A18E-01	BLCA_	d	7784	27512	14518	717	3029	1356	0	765	957	16439	14404	0	526	0	0	0	141	19096	0	0	0	0	0
TCGA-DK-A1A3-01A-11D-A13V-01	BLCA_	a	13154	8169	106	0	4464	2370	76	0	0	0	1119	0	0	0	4501	1296	665	0	5893	0	73	400	45
TCGA-DK-A1A3-01A-11D-A13V-01	BLCA_	d	28833	31607	0	52747	56	0	0	0	0	0	5	0	0	1200	0	0	0	507	1207	0	0	0	918
TCGA-GC-A3RC-01A-11D-A22Y-01	BLCA_	a	0	3779	25669	521	187	7828	0	68	0	22	0	8322	7501	0	0	0	0	0	0	2158	0	0	0
TCGA-GC-A3RC-01A-11D-A22Y-01	BLCA_	d	14596	35599	14298	21286	13813	6	0	302	0	654	0	73	0	54	332	1654	221	0	232	0	0	288	303
TCGA-BT-A2LA-01A-11D-A18E-01	BLCA_	a	271	4568	18694	0	0	9894	0	0	0	1528	0	4932	12533	0	0	133	11854	0	7021	2926	0	0	0
TCGA-BT-A2LA-01A-11D-A18E-01	BLCA_	d	0	875	12	15	15898	15285	0	0	0	12381	27187	960	1071	0	314	2701	92	158	6994	348	5223	0	80
TCGA-G2-A3IE-01A-11D-A20B-01	BLCA_	a	2414	475	22343	1816	942	0	0	13492	0	42	8587	0	0	346	0	2381	0	0	10607	0	0	3756	0
TCGA-G2-A3IE-01A-11D-A20B-01	BLCA_	d	203	59	550	5871	62884	5	16	1807	172	0	9997	0	5595	0	0	9907	0	0	0	0	0	0	0
TCGA-BT-A20W-01A-21D-A14V-01	BLCA_	a	7932	16240	8491	0	11426	4134	14787	31491	0	353	3821	6439	228	1707	3730	0	0	4856	4160	2139	144	2519	0
TCGA-BT-A20W-01A-21D-A14V-01	BLCA_	d	18	0	13358	0	191	0	0	4438	0	0	108	48	79	22980	17	0	0	0	0	0	0	5758	50
TCGA-DK-A1AD-01A-11D-A13V-01	BLCA_	a	8546	2148	12452	4286	283	9688	2968	1114	0	1976	456	259	3775	11148	0	0	0	0	5002	702	13219	0	239
TCGA-DK-A1AD-01A-11D-A13V-01	BLCA_	d	208	17609	8259	111	13	12461	11221	0	3041	779	1596	0	19483	0	9566	41	4210	7914	0	0	0	0	23
TCGA-DK-A1A6-01A-11D-A13V-01	BLCA_	a	16745	7977	0	0	0	13669	0	10631	7464	6559	12536	9875	69	312	154	0	8878	212	3268	4375	3391	0	1321
TCGA-DK-A1A6-01A-11D-A13V-01	BLCA_	d	23242	0	23155	0	454	2089	322	0	14601	6	0	0	3236	194	2603	0	2422	0	0	0	0	0	0
TCGA-DK-A3X1-01A-12D-A22Y-01	BLCA_	a	16960	0	2613	308	23263	20	1157	9762	0	116	41627	5842	0	19314	259	0	13060	5464	394	3526	0	0	100
TCGA-DK-A3X1-01A-12D-A22Y-01	BLCA_	d	762	257	0	97	13653	3138	0	7295	74	0	0	5	0	100	0	0	0	3603	117	0	6449	1508	596
TCGA-G2-A2EF-01A-12D-A18E-01	BLCA_	a	1279	37456	1008	15447	8437	8610	165	811	15730	1109	0	49	1004	0	0	1447	1231	0	2646	0	0	7684	0
TCGA-G2-A2EF-01A-12D-A18E-01	BLCA_	d	532	15244	567	844	305	11738	11264	306	176	1883	85	11	11415	0	0	663	4844	13893	2686	5	0	0	1617
TCGA-FD-A3SR-01A-11D-A22Y-01	BLCA_	a	22452	763	16582	24531	2854	0	9924	4101	310	9161	1483	0	16	763	0	3356	0	4248	0	0	0	0	0
TCGA-FD-A3SR-01A-11D-A22Y-01	BLCA_	d	66	1767	79	0	0	66	0	76	322	12821	12418	1883	15650	33362	0	0	6	1901	3134	0	0	0	0
TCGA-DK-A1A5-01A-11D-A13V-01	BLCA_	a	12708	15074	0	2717	0	15903	3336	23717	0	5133	1614	0	0	0	0	13934	4240	0	183	0	2064	0	0
TCGA-DK-A1A5-01A-11D-A13V-01	BLCA_	d	0	37430	3860	196	0	0	0	19690	328	0	0	0	0	4923	0	4592	4063	0	0	0	4251	4638	0
TCGA-DK-A3IK-01A-32D-A219-01	BLCA_	a	25383	0	6560	1427	18	1734	18828	18946	0	0	0	203	4207	0	0	3328	4780	5814	7771	600	0	0	0
TCGA-DK-A3IK-01A-32D-A219-01	BLCA_	d	79	38	431	10968	22032	45	0	0	0	10802	131	175	28667	6858	194	2789	531	3426	39	0	0	0	692
TCGA-FD-A3B4-01A-12D-A201-01	BLCA_	a	51150	0	22410	551	14464	0	0	0	381	78	0	0	6323	0	17	0	12366	1261	0	0	0	0	17371
TCGA-FD-A3B4-01A-12D-A201-01	BLCA_	d	194	78	46031	2440	10	3119	0	9	6171	0	98	13	0	0	63	0	6	0	4400	0	24	0	11
TCGA-BT-A20V-01A-11D-A14V-01	BLCA_	a	4844	7028	6745	0	3780	22	26940	1211	3626	1798	19057	5684	0	0	13445	3422	85	22	3470	0	0	0	22046
TCGA-BT-A20V-01A-11D-A14V-01	BLCA_	d	7	2057	6	0	0	29393	5511	905	10980	5	8	11	0	6	0	11	310	5	0	1522	58	5092	9971
TCGA-BT-A3PJ-01A-21D-A21Y-01	BLCA_	a	10518	0	37560	863	59	14988	6897	31755	5386	933	0	528	968	97	675	179	1924	3090	7136	11873	0	11032	4384
TCGA-BT-A3PJ-01A-21D-A21Y-01	BLCA_	d	1373	326	34	229	16	192	0	19228	0	0	16	683	8240	0	93	6	0	12	2864	54	0	5441	93
TCGA-DK-A2I2-01A-11D-A17S-01	BLCA_	a	0	54351	19580	12932	0	13572	0	0	2576	0	6731	0	0	0	0	0	981	0	0	0	8043	767	9781
TCGA-DK-A2I2-01A-11D-A17S-01	BLCA_	d	19690	10490	76	0	171	19659	0	0	13439	305	0	117	75	0	0	360	0	0	0	0	0	0	0
TCGA-FD-A3SJ-01A-12D-A22Y-01	BLCA_	a	12212	9160	23266	9552	0	14823	1478	17933	2825	0	7747	1230	10976	570	464	2430	0	55	9031	0	0	529	755
TCGA-FD-A3SJ-01A-12D-A22Y-01	BLCA_	d	196	5	4029	30127	682	30837	0	1352	184	0	0	17433	0	231	11884	0	451	9952	1451	0	0	517	0
TCGA-DK-A3IM-01A-11D-A20B-01	BLCA_	a	1142	3073	60415	5506	48492	50	1951	6727	3870	18209	6487	4394	0	12941	0	527	3986	4482	1105	4282	0	0	2502
TCGA-DK-A3IM-01A-11D-A20B-01	BLCA_	d	5	32350	12415	63	859	0	0	398	0	239	0	0	0	67	0	3808	0	0	0	0	87	0	0
TCGA-DK-A1AC-01A-11D-A13V-01	BLCA_	a	19489	41555	19705	1969	8831	19815	3126	6432	6107	14765	8030	0	3446	436	5097	9116	2350	0	2950	93	101	0	0
TCGA-DK-A1AC-01A-11D-A13V-01	BLCA_	d	0	14667	0	2420	20700	7643	69	1403	12	166	7700	0	0	1224	0	0	0	7028	0	0	0	6604	5116
TCGA-BT-A20N-01A-11D-A14V-01	BLCA_	a	32477	10039	34308	1682	17381	14726	23837	7715	2350	0	9588	7371	3199	11938	0	0	3052	0	0	0	9779	0	2408
TCGA-BT-A20N-01A-11D-A14V-01	BLCA_	d	8563	7670	12724	0	2614	14	0	0	0	9	0	0	0	0	2688	0	7870	0	10	9	15	0	15890
TCGA-BL-A13J-01A-11D-A10T-01	BLCA_	a	30619	31396	108	6971	88	1970	18752	10494	7045	0	12978	526	6614	0	18634	5377	0	0	0	0	0	4767	565
TCGA-BL-A13J-01A-11D-A10T-01	BLCA_	d	491	23835	5	19259	1979	0	839	15	2258	0	0	5	31701	280	868	6	0	268	0	0	0	273	11240
TCGA-CU-A0YR-01A-12D-A10T-01	BLCA_	a	11252	0	36592	0	119	9145	0	21914	221	1033	2468	97	0	0	226	7146	1940	0	1847	0	3414	162	0
TCGA-CU-A0YR-01A-12D-A10T-01	BLCA_	d	880	16559	22146	0	0	23320	16601	17007	0	9856	11665	9482	0	0	14857	5732	3779	8607	206	0	5750	0	0
TCGA-GV-A40G-01A-11D-A23L-01	BLCA_	a	8170	0	26930	0	4490	31898	17132	0	0	3707	4981	2031	0	2314	444	182	0	3228	5195	13291	0	7208	15813
TCGA-GV-A40G-01A-11D-A23L-01	BLCA_	d	78	20464	46	30232	33	41431	1351	0	0	13262	1532	5	34	5	0	0	3263	0	391	18	0	2844	2644
TCGA-HQ-A2OE-01A-11D-A201-01	BLCA_	a	30423	6219	32330	3220	5657	15755	0	0	0	1081	249	0	0	2813	31	3835	1094	1311	2095	8505	0	0	9267
TCGA-HQ-A2OE-01A-11D-A201-01	BLCA_	d	24	0	18349	20686	73804	22020	0	0	0	0	342	0	107	141	0	0	0	0	60	1520	1894	0	2324
TCGA-BT-A20J-01A-11D-A14V-01	BLCA_	a	42581	7033	0	0	214	6933	16227	3431	0	0	1923	5031	25126	0	99	67	5637	3223	0	0	0	0	0
TCGA-BT-A20J-01A-11D-A14V-01	BLCA_	d	29373	29755	6215	1227	0	2050	21435	72	3164	8886	25088	0	130	0	0	11806	1261	408	6	0	9561	656	253
TCGA-FJ-A3Z7-01A-12D-A23L-01	BLCA_	a	20383	0	18334	0	13452	18018	17269	27612	12270	7161	18329	0	0	0	0	0	12	0	0	981	8198	0	0
TCGA-FJ-A3Z7-01A-12D-A23L-01	BLCA_	d	0	0	1567	1010	49534	136	18	20858	7965	0	0	0	0	18390	133	0	3044	0	0	4599	0	0	5581
TCGA-DK-A1A7-01A-11D-A13V-01	BLCA_	a	24206	34154	9304	2439	14563	16334	16005	7976	8949	8243	1746	34200	3077	7490	124	220	4951	3081	0	146	2631	5710	5212
TCGA-DK-A1A7-01A-11D-A13V-01	BLCA_	d	622	63	7	1154	15472	0	235	0	103	5813	27836	0	1554	420	0	3700	6733	0	0	224	0	6240	158
TCGA-DK-A2I6-01A-12D-A18E-01	BLCA_	a	33963	20891	12492	11733	0	9681	17337	25599	3178	302	151	916	11726	14	2412	8101	11863	0	5295	4479	0	0	1426
TCGA-DK-A2I6-01A-12D-A18E-01	BLCA_	d	41172	0	0	14134	145	50252	95	4526	0	0	20	333	12668	154	263	8278	13586	0	305	0	0	0	0
TCGA-GC-A3RB-01A-12D-A21Y-01	BLCA_	a	8360	17937	17303	13122	975	16799	1538	35987	453	8633	4616	14613	8480	2274	9143	13408	11081	7356	2643	0	5812	0	0
TCGA-GC-A3RB-01A-12D-A21Y-01	BLCA_	d	0	21263	14184	13376	28226	168	9265	33	0	222	0	1787	19162	2495	0	10889	886	0	4046	4085	0	0	39
TCGA-K4-A3WV-01A-11D-A22Y-01	BLCA_	a	16186	117	48780	7859	3929	12576	24004	7040	0	466	9167	15602	4636	34853	5018	0	0	4620	0	1378	585	37	1690
TCGA-K4-A3WV-01A-11D-A22Y-01	BLCA_	d	11026	4087	0	0	37147	4829	727	24052	266	0	35634	0	7740	0	207	0	0	15678	0	0	0	0	1109
TCGA-GV-A3JW-01A-11D-A20B-01	BLCA_	a	8723	6979	6794	10225	17845	2845	19657	2152	26881	0	21303	15245	6175	0	3451	6194	15660	804	4098	3101	0	1269	25621
TCGA-GV-A3JW-01A-11D-A20B-01	BLCA_	d	7790	2513	33514	29	11752	25238	3071	14726	5088	28	27	14153	14668	0	590	18	80	3767	3223	0	0	2336	185
TCGA-G2-A3VY-01A-11D-A22Y-01	BLCA_	a	31506	17255	30179	18804	20138	17195	2507	56580	0	10241	14004	53	0	1118	2571	3468	3849	4234	3305	14822	2164	112	12978
TCGA-G2-A3VY-01A-11D-A22Y-01	BLCA_	d	16261	31760	21868	6165	176	21876	1456	331	22	7	11273	2523	257	0	1039	50	49	14486	1439	2239	0	0	3524
TCGA-GV-A3JZ-01A-11D-A219-01	BLCA_	a	38842	16338	11095	1130	12326	17710	19833	26760	9635	14628	5213	10259	222	0	8234	10215	7736	12103	2362	14241	241	180	0
TCGA-GV-A3JZ-01A-11D-A219-01	BLCA_	d	0	25413	5413	24159	25107	4453	95	0	0	31972	11320	34201	0	0	0	6	3718	11252	4233	4283	6	0	4639
TCGA-GV-A3QI-01A-11D-A21Y-01	BLCA_	a	15271	40483	8315	2483	314	2367	27694	345	14946	254	828	9429	71	19327	680	184	71	163	10029	485	0	1304	977
TCGA-GV-A3QI-01A-11D-A21Y-01	BLCA_	d	79355	19390	117	214	25876	39835	152	53	390	50520	4208	441	31735	608	971	11121	185	40	7416	0	174	878	154
TCGA-AC-A3TN-01A-11D-A227-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AC-A3TN-01A-11D-A227-01	BRCA_	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AR-A2LH-01A-31D-A18N-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AR-A2LH-01A-31D-A18N-01	BRCA_	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AR-A2LQ-01A-22D-A18N-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AR-A2LQ-01A-22D-A18N-01	BRCA_	d	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AO-A1KO-01A-31D-A13J-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AO-A1KO-01A-31D-A13J-01	BRCA_	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
TCGA-AC-A2FK-01A-12D-A17U-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AC-A2FK-01A-12D-A17U-01	BRCA_	d	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-E2-A14U-01A-11D-A227-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-E2-A14U-01A-11D-A227-01	BRCA_	d	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
TCGA-A8-A08H-01A-21D-A011-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
TCGA-A8-A08H-01A-21D-A011-01	BRCA_	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EW-A1PG-01A-11D-A141-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EW-A1PG-01A-11D-A141-01	BRCA_	d	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
TCGA-E2-A1B6-01A-31D-A12N-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
TCGA-E2-A1B6-01A-31D-A12N-01	BRCA_	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-A2-A0CR-01A-11D-A227-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-A2-A0CR-01A-11D-A227-01	BRCA_	d	0	0	0	10	17	0	0	0	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-E9-A1RA-01A-11D-A14F-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
TCGA-E9-A1RA-01A-11D-A14F-01	BRCA_	d	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
TCGA-B6-A0RQ-01A-11D-A111-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-B6-A0RQ-01A-11D-A111-01	BRCA_	d	6	0	21	0	0	6	0	0	0	11	27	0	0	0	0	8	0	0	0	0	0	0	0
TCGA-A2-A1G6-01A-11D-A13J-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-A2-A1G6-01A-11D-A13J-01	BRCA_	d	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0
TCGA-A2-A25A-01A-12D-A16C-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-A2-A25A-01A-12D-A16C-01	BRCA_	d	0	16	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
TCGA-AR-A1AO-01A-11D-A12N-01	BRCA_	a	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0
TCGA-AR-A1AO-01A-11D-A12N-01	BRCA_	d	0	10	83	0	0	0	0	9	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
TCGA-BH-A28O-01A-11D-A227-01	BRCA_	a	0	0	0	0	0	0	171	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BH-A28O-01A-11D-A227-01	BRCA_	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
TCGA-A1-A0SB-01A-11D-A141-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	11	0	0	0	0	0	0
TCGA-A1-A0SB-01A-11D-A141-01	BRCA_	d	0	0	0	0	0	23	0	0	0	0	6	0	0	0	1055	0	0	0	0	0	0	0	13
TCGA-AC-A3W7-01A-11D-A227-01	BRCA_	a	862	0	0	0	0	0	272	20	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0
TCGA-AC-A3W7-01A-11D-A227-01	BRCA_	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AO-A03U-01B-21D-A10L-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AO-A03U-01B-21D-A10L-01	BRCA_	d	0	0	0	0	506	0	1280	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0
TCGA-A2-A0YK-01A-22D-A107-01	BRCA_	a	0	0	0	0	0	0	0	17	0	0	2286	0	0	0	0	0	0	0	0	0	0	0	139
TCGA-A2-A0YK-01A-22D-A107-01	BRCA_	d	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AC-A2QI-01A-12D-A19X-01	BRCA_	a	0	1055	0	0	1189	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
TCGA-AC-A2QI-01A-12D-A19X-01	BRCA_	d	0	0	0	74	0	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-A8-A07Z-01A-11D-A011-01	BRCA_	a	74	0	0	0	0	0	1553	0	0	1179	0	0	0	0	0	0	0	0	0	0	545	0	0
TCGA-A8-A07Z-01A-11D-A011-01	BRCA_	d	0	0	0	11	0	7	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0
TCGA-A7-A3RF-01A-11D-A227-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0
TCGA-A7-A3RF-01A-11D-A227-01	BRCA_	d	524	0	0	0	6	0	0	0	0	1499	0	0	0	0	0	0	609	0	0	0	1352	0	0
TCGA-AC-A3W6-01A-12D-A227-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-AC-A3W6-01A-12D-A227-01	BRCA_	d	0	0	0	0	0	5	0	0	0	28	5	4419	0	0	94	0	0	0	0	0	93	0	0
TCGA-EW-A1IZ-01A-11D-A13J-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	963	0	11023	0	0	0	0	0
TCGA-EW-A1IZ-01A-11D-A13J-01	BRCA_	d	0	0	150	0	0	8	0	0	0	0	0	0	0	0	0	334	0	853	0	0	0	0	0
TCGA-A2-A0CY-01A-12D-A036-01	BRCA_	a	13942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-A2-A0CY-01A-12D-A036-01	BRCA_	d	400	49	14	11	6	89	20	0	0	16	23	16	0	14	7	0	0	7	0	0	0	11	0
TCGA-E2-A107-01A-11D-A10L-01	BRCA_	a	0	0	0	0	0	0	0	0	0	0	638	0	0	0	0	0	0	0	0	0	0	419	0
TCGA-E2-A107-01A-11D-A10L-01	BRCA_	d	0	0	0	5	0	5	0	0	0	0	7639	1548	0	18	0	0	0	0	0	7268	0	0	0
TCGA-A8-A09E-01A-11D-A011-01	BRCA_	a	1442	0	190	0	1416	4047	0	192	0	0	3478	0	0	0	0	170	1110	0	0	0	0	0	0
TCGA-A8-A09E-01A-11D-A011-01	BRCA_	d	844	0	0	4003	0	0	0	0	122	536	0	0	0	0	0	0	0	0	0	0	5	0	6
TCGA-EW-A1P7-01A-21D-A141-01	BRCA_	a	13524	0	0	0	0	0	0	0	0	0	80	0	4725	0	0	0	0	0	0	0	0	0	0
TCGA-EW-A1P7-01A-21D-A141-01	BRCA_	d	6	0	0	0	0	0	43	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0
TCGA-AC-A3TM-01A-11D-A227-01	BRCA_	a	0	48	0	226	0	425	0	0	0	0	0	0	0	0	0	0	5917	0	0	124	0	0	0
